en,fr,it,de,es,ko,kana
White Herbs,Herbes Blanches,Erbechiare,Schlohkräuter,Hierbas Blancas,하양허브,しろいハーブ
Macho Braces,Bracelets Macho,Crescicappa,Machobänder,Brazales Firmes,교정깁스,きょうせいギプス
Exp. Shares,Multi Exp,Condividi esp.,EP-Teiler,Repartir Experiencia,학습장치,がくしゅうそうち
Quick Claws,Vives Griffes,Rapidartigli,Flinkklauen,Garras Rápidas,선제공격손톱,せんせいのツメ
Soothe Bells,Grelots Zen,Calmanelle,Sanftglocken,Cascabeles Alivio,평온의방울,やすらぎのすず
Mental Herbs,Herbes Mental,Mentalerbe,Mentalkräuter,Hierbas Mentales,멘탈허브,メンタルハーブ
Choice Bands,Bandeaux Choix,Bendescelta,Wahlbänder,Cintas Elección,구애머리띠,こだわりハチマキ
King’s Rocks,Roches Royales,Rocce di Re,King-Steine,Rocas del Rey,왕의징표석,おうじゃのしるし
Silver Powders,Poudres Argentées,Argenpolvere,Silberstäube,Polvos Plata,은빛가루,ぎんのこな
Amulet Coins,Pièces Rune,Monetamuleti,Münzamulette,Monedas Amuleto,부적금화,おまもりこばん
Cleanse Tags,Runes Purifiantes,Velipuri,Schutzbänder,Amuletos,순결의부적,きよめのおふだ
Soul Dews,Rosées Âme,Cuorugiade,Seelentau,Rocíos Bondad,마음의물방울,こころのしずく
Deep Sea Teeth,Dents Océan,Denti Abissi,Abysszähne,Dientes Marinos,심해의이빨,しんかいのキバ
Deep Sea Scales,Écailles Océan,Squameabissi,Abyssplatten,Escamas Marinas,심해의비늘,しんかいのウロコ
Smoke Balls,Boules Fumée,Palle Fumo,Rauchbälle,Bolas de Humo,연막탄,けむりだま
Everstones,Pierres Stase,Pietrestanti,Ewigsteine,Piedras Eternas,변함없는돌,かわらずのいし
Focus Bands,Bandeaux,Bandane,Fokusbänder,Cintas Focus,기합의머리띠,きあいのハチマキ
Lucky Eggs,Œufs Chance,Fortunuova,Glücks-Eier,Huevos Suerte,행복의알,しあわせタマゴ
Scope Lenses,Lentilscopes,Mirini,Scope-Linsen,Periscopios,초점렌즈,ピントレンズ
Metal Coats,Peaux Métal,Metalcoperte,Metallmäntel,Revest. Metálicos,금속코트,メタルコート
Leftovers,Restes,Avanzi,Überreste,Restos,먹다남은음식,たべのこし
Dragon Scales,Écailles Draco,Squame Drago,Drachenhäute,Escamas Dragón,용의비늘,りゅうのウロコ
Light Balls,Balles Lumière,Elettropalle,Kugelblitze,Bolas Luminosas,전기구슬,でんきだま
Soft Sand,Sables Doux,Sabbia Soffice,Pudersande,Arenas Finas,부드러운모래,やわらかいすな
Hard Stones,Pierres Dures,Pietredure,Granitsteine,Piedras Duras,딱딱한돌,かたいいし
Miracle Seeds,Graines Miracles,Miracolsemi,Wundersaaten,Semillas Milagro,기적의씨,きせきのタネ
Black Glasses,Lunettes Noires,Occhialineri,Schattenbrillen,Gafas de Sol,검은안경,くろいメガネ
Black Belts,Ceintures Noires,Cinturenere,Schwarzgurte,Cinturones Negros,검은띠,くろおび
Magnets,Aimants,Calamite,Magnete,Imanes,자석,じしゃく
Mystic Waters,Eaux Mystiques,Acqua Magica,Zauberwässer,Aguas Místicas,신비의물방울,しんぴのしずく
Sharp Beaks,Becs Pointus,Beccaffilati,Spitze Schnäbel,Picos Afilados,예리한부리,するどいくちばし
Poison Barbs,Pics Venin,Velenaculei,Giftstiche,Flechas Venenosas,독바늘,どくバリ
Never-Melt Ices,Glaces Éternelles,Gelomai,Ewiges Eis,Antiderretir,녹지않는얼음,とけないこおり
Spell Tags,Runes Sort,Spettrotarghe,Bannsticker,Hechizos,저주의부적,のろいのおふだ
Twisted Spoons,Cuillères Tordues,Cucchiai Torti,Krummlöffel,Cucharas Torcidas,휘어진스푼,まがったスプーン
Charcoals,Charbons,Carbonella,Holzkohlen,Carbones,목탄,もくたん
Dragon Fangs,Crocs Dragon,Dentididrago,Drachenzähne,Colmillos Dragón,용의이빨,りゅうのキバ
Silk Scarves,Mouchoirs Soie,Sciarpe Seta,Seidenschals,Pañuelos de Seda,실크스카프,シルクのスカーフ
Upgrades,Améliorators,Upgrade,Up-Grades,Mejoras,업그레이드,アップグレード
Shell Bells,Grelots Coque,Conchinelle,Muschelglocken,Cascabeles Concha,조개껍질방울,かいがらのすず
Sea Incenses,Encens Mer,Marearomi,Seerauch,Inciensos Marinos,바닷물향로,うしおのおこう
Lax Incenses,Encens Doux,Distraromi,Laxrauch,Inciensos Suaves,무사태평향로,のんきのおこう
Lucky Punches,Poings Chance,Fortunpugni,Lucky Punchs,Puños Suerte,럭키펀치,ラッキーパンチ
Metal Powders,Poudres Métal,Metalpolvere,Metallstäube,Polvos Metálicos,금속파우더,メタルパウダー
Thick Clubs,Masses Os,Ossispessi,Kampfknochen,Huesos Gruesos,굵은뼈,ふといホネ
Leeks,Poireaux,Gambi,Lauchstangen,Puerros,대파,ながねぎ
Red Scarves,Foulards Rouges,Fasce Rosse,Rote Schals,Pañuelos Rojos,빨강밴드,あかいバンダナ
Blue Scarves,Foulards Bleus,Fasce Blu,Blaue Schals,Pañuelos Azules,파랑밴드,あおいバンダナ
Pink Scarves,Foulards Roses,Fasce Rosa,Rosa Schals,Pañuelos Rosas,분홍밴드,ピンクのバンダナ
Green Scarves,Foulards Verts,Fasce Verdi,Grüne Schals,Pañuelos Verdes,초록밴드,みどりのバンダナ
Yellow Scarves,Foulards Jaunes,Fasce Gialle,Gelbe Schals,Pañuelos Amarillos,노랑밴드,きいろのバンダナ
Wide Lenses,Loupes,Grandilenti,Großlinsen,Lupas,광각렌즈,こうかくレンズ
Muscle Bands,Bandeaux Muscle,Muscolbande,Muskelbänder,Cintas Fuertes,힘의머리띠,ちからのハチマキ
Wise Glasses,Lunettes Sages,Saviocchiali,Schlaubrillen,Gafas Especiales,박식안경,ものしりメガネ
Expert Belts,Ceintures Pro,Abilcinture,Expertengurte,Cintas Experto,달인의띠,たつじんのおび
Light Clays,Lumargiles,Creta Luce,Lichtlehme,Refleluces,빛의점토,ひかりのねんど
Life Orbs,Orbes Vie,Assorbisfere,Leben-Orbs,Vidasferas,생명의구슬,いのちのたま
Power Herbs,Herbes Pouvoir,Vigorerbe,Energiekräuter,Hierbas Únicas,파워풀허브,パワフルハーブ
Toxic Orbs,Orbes Toxiques,Tossicsfere,Toxik-Orbs,Toxisferas,맹독구슬,どくどくだま
Flame Orbs,Orbes Flamme,Fiammosfere,Heiß-Orbs,Llamasferas,화염구슬,かえんだま
Quick Powders,Poudres Vite,Velopolvere,Flottstäube,Polvos Veloces,스피드파우더,スピードパウダー
Focus Sashes,Ceintures Force,Focalnastri,Fokusgurte,Bandas Focus,기합의띠,きあいのタスキ
Zoom Lenses,Lentilles Zoom,Zoomlenti,Zoomlinsen,Telescopios,포커스렌즈,フォーカスレンズ
Metronomes,Métronomes,Plessimetri,Metronome,Metrónomos,메트로놈,メトロノーム
Iron Balls,Balles Fer,Ferropalle,Eisenkugeln,Bolas Férreas,검은철구,くろいてっきゅう
Lagging Tails,Ralentiqueues,Rallentocode,Schwerschweife,Colas Plúmbeas,느림보꼬리,こうこうのしっぽ
Destiny Knots,Nœuds Destin,Destincomune,Fatumknoten,Lazos Destino,빨간실,あかいいと
Black Sludges,Boues Noires,Fangopece,Giftschleime,Lodos Negros,검은진흙,くろいヘドロ
Icy Rocks,Roches Glace,Roccefredde,Eisbrocken,Rocas Heladas,차가운바위,つめたいいわ
Smooth Rocks,Roches Lisses,Roccelisce,Glattbrocken,Rocas Suaves,보송보송바위,さらさらいわ
Heat Rocks,Roches Chaudes,Roccecalde,Heißbrocken,Rocas Calor,뜨거운바위,あついいわ
Damp Rocks,Roches Humides,Rocceumide,Nassbrocken,Rocas Lluvia,축축한바위,しめったいわ
Grip Claws,Accro Griffes,Presartigli,Griffklauen,Garras Garfio,끈기갈고리손톱,ねばりのかぎづめ
Choice Scarves,Mouchoirs Choix,Stolescelta,Wahlschals,Pañuelos Elección,구애스카프,こだわりスカーフ
Sticky Barbs,Piquants,Vischiopunte,Klettdornen,Toxiestrellas,끈적끈적바늘,くっつきバリ
Power Bracers,Poignets Pouvoir,Vigorcerchi,Machtreife,Brazales Recios,파워리스트,パワーリスト
Power Belts,Ceintures Pouvoir,Vigorfasce,Machtgurte,Cintos Recios,파워벨트,パワーベルト
Power Lenses,Lentilles Pouvoir,Vigorlenti,Machtlinsen,Lentes Recias,파워렌즈,パワーレンズ
Power Bands,Bandeaux Pouvoir,Vigorbande,Machtbänder,Bandas Recias,파워밴드,パワーバンド
Power Anklets,Chaînes Pouvoir,Vigorgliere,Machtketten,Franjas Recias,파워앵클릿,パワーアンクル
Power Weights,Poids Pouvoir,Vigorpesi,Machtgewichte,Pesas Recias,파워웨이트,パワーウエイト
Shed Shells,Carapaces Mue,Disfogusci,Wechselhüllen,Mudas Concha,아름다운허물,きれいなぬけがら
Big Roots,Grosses Racines,Granradici,Großwurzeln,Raíces Grandes,큰뿌리,おおきなねっこ
Choice Specs,Lunettes Choix,Lentiscelta,Wahlbrillen,Gafas Elección,구애안경,こだわりメガネ
Flame Plates,Plaques Flamme,Lastrerogo,Feuertafeln,Tablas Llama,불구슬플레이트,ひのたまプレート
Splash Plates,Plaques Hydro,Lastreidro,Wassertafeln,Tablas Linfa,물방울플레이트,しずくプレート
Zap Plates,Plaques Volt,Lastresaetta,Blitztafeln,Tablas Trueno,우뢰플레이트,いかずちプレート
Meadow Plates,Plaques Herbe,Lastreprato,Wiesentafeln,Tablas Pradal,초록플레이트,みどりのプレート
Icicle Plates,Plaques Glace,Lastregelo,Frosttafeln,Tablas Heladas,고드름플레이트,つららのプレート
Fist Plates,Plaques Poing,Lastrepugno,Fausttafeln,Tablas Fuertes,주먹플레이트,こぶしのプレート
Toxic Plates,Plaques Toxicité,Lastrefiele,Gifttafeln,Tablas Tóxicas,맹독플레이트,もうどくプレート
Earth Plates,Plaques Terre,Lastregeo,Erdtafeln,Tablas Terrax,대지플레이트,だいちのプレート
Sky Plates,Plaques Ciel,Lastrecielo,Wolkentafeln,Tablas Cielo,푸른하늘플레이트,あおぞらプレート
Mind Plates,Plaques Esprit,Lastremente,Hirntafeln,Tablas Mentales,이상한플레이트,ふしぎのプレート
Insect Plates,Plaques Insecte,Lastrebaco,Käfertafeln,Tablas Bicho,비단벌레플레이트,たまむしプレート
Stone Plates,Plaques Roc,Lastrepietra,Steintafeln,Tablas Pétreas,암석플레이트,がんせきプレート
Spooky Plates,Plaques Fantôme,Lastretetre,Spuktafeln,Tablas Terror,원령플레이트,もののけプレート
Draco Plates,Plaques Draco,Lastredrakon,Dracotafeln,Tablas Draco,용의플레이트,りゅうのプレート
Dread Plates,Plaques Ombre,Lastretimore,Furchttafeln,Tablas Oscuras,공포플레이트,こわもてプレート
Iron Plates,Plaques Fer,Lastreferro,Eisentafeln,Tablas Acero,강철플레이트,こうてつプレート
Odd Incenses,Encens Bizarres,Bizzoaromi,Schrägrauch,Inciensos Raros,괴상한향로,あやしいおこう
Rock Incenses,Encens Roc,Roccioaromi,Steinrauch,Inciensos Roca,암석향로,がんせきおこう
Full Incenses,Encens Pleins,Gonfioaromi,Lahmrauch,Inciensos Lentos,만복향로,まんぷくおこう
Wave Incenses,Encens Vague,Ondaromi,Wellenrauch,Inciensos Acua,잔물결향로,さざなみのおこう
Rose Incenses,Encens Fleur,Rosaromi,Rosenrauch,Inciensos Florales,꽃향로,おはなのおこう
Luck Incenses,Encens Veine,Fortunaromi,Glücksrauch,Inciensos Duplo,행운의향로,こううんのおこう
Pure Incenses,Encens Purs,Puroaromi,Scheuchrauch,Inciensos Puros,순결의향로,きよめのおこう
Protectors,Protecteurs,Coperture,Schützer,Protectores,프로텍터,プロテクター
Electirizers,Électriseurs,Elettritori,Stromisierer,Electrizadores,에레키부스터,エレキブースター
Magmarizers,Magmariseurs,Magmatori,Magmaisierer,Magmatizadores,마그마부스터,マグマブースター
Dubious Discs,CD Douteux,Dubbiodischi,Dubiosdiscs,Discos Extraños,괴상한패치,あやしいパッチ
Reaper Cloths,Tissus Fauche,Terrorpanni,Düsterumhänge,Telas Terribles,영계의천,れいかいのぬの
Razor Claws,Griffes Rasoir,Affilartigli,Scharfklauen,Garras Afiladas,예리한손톱,するどいツメ
Razor Fangs,Crocs Rasoir,Affilodenti,Scharfzähne,Colmillos Agudos,예리한이빨,するどいキバ
TM01s,CT01,MT01,TM01,MT01,기술머신01,わざマシン０１
TM02s,CT02,MT02,TM02,MT02,기술머신02,わざマシン０２
TM03s,CT03,MT03,TM03,MT03,기술머신03,わざマシン０３
TM04s,CT04,MT04,TM04,MT04,기술머신04,わざマシン０４
TM05s,CT05,MT05,TM05,MT05,기술머신05,わざマシン０５
TM06s,CT06,MT06,TM06,MT06,기술머신06,わざマシン０６
TM07s,CT07,MT07,TM07,MT07,기술머신07,わざマシン０７
TM08s,CT08,MT08,TM08,MT08,기술머신08,わざマシン０８
TM09s,CT09,MT09,TM09,MT09,기술머신09,わざマシン０９
TM10s,CT10,MT10,TM10,MT10,기술머신10,わざマシン１０
TM11s,CT11,MT11,TM11,MT11,기술머신11,わざマシン１１
TM12s,CT12,MT12,TM12,MT12,기술머신12,わざマシン１２
TM13s,CT13,MT13,TM13,MT13,기술머신13,わざマシン１３
TM14s,CT14,MT14,TM14,MT14,기술머신14,わざマシン１４
TM15s,CT15,MT15,TM15,MT15,기술머신15,わざマシン１５
TM16s,CT16,MT16,TM16,MT16,기술머신16,わざマシン１６
TM17s,CT17,MT17,TM17,MT17,기술머신17,わざマシン１７
TM18s,CT18,MT18,TM18,MT18,기술머신18,わざマシン１８
TM19s,CT19,MT19,TM19,MT19,기술머신19,わざマシン１９
TM20s,CT20,MT20,TM20,MT20,기술머신20,わざマシン２０
TM21s,CT21,MT21,TM21,MT21,기술머신21,わざマシン２１
TM22s,CT22,MT22,TM22,MT22,기술머신22,わざマシン２２
TM23s,CT23,MT23,TM23,MT23,기술머신23,わざマシン２３
TM24s,CT24,MT24,TM24,MT24,기술머신24,わざマシン２４
TM25s,CT25,MT25,TM25,MT25,기술머신25,わざマシン２５
TM26s,CT26,MT26,TM26,MT26,기술머신26,わざマシン２６
TM27s,CT27,MT27,TM27,MT27,기술머신27,わざマシン２７
TM28s,CT28,MT28,TM28,MT28,기술머신28,わざマシン２８
TM29s,CT29,MT29,TM29,MT29,기술머신29,わざマシン２９
TM30s,CT30,MT30,TM30,MT30,기술머신30,わざマシン３０
TM31s,CT31,MT31,TM31,MT31,기술머신31,わざマシン３１
TM32s,CT32,MT32,TM32,MT32,기술머신32,わざマシン３２
TM33s,CT33,MT33,TM33,MT33,기술머신33,わざマシン３３
TM34s,CT34,MT34,TM34,MT34,기술머신34,わざマシン３４
TM35s,CT35,MT35,TM35,MT35,기술머신35,わざマシン３５
TM36s,CT36,MT36,TM36,MT36,기술머신36,わざマシン３６
TM37s,CT37,MT37,TM37,MT37,기술머신37,わざマシン３７
TM38s,CT38,MT38,TM38,MT38,기술머신38,わざマシン３８
TM39s,CT39,MT39,TM39,MT39,기술머신39,わざマシン３９
TM40s,CT40,MT40,TM40,MT40,기술머신40,わざマシン４０
TM41s,CT41,MT41,TM41,MT41,기술머신41,わざマシン４１
TM42s,CT42,MT42,TM42,MT42,기술머신42,わざマシン４２
TM43s,CT43,MT43,TM43,MT43,기술머신43,わざマシン４３
TM44s,CT44,MT44,TM44,MT44,기술머신44,わざマシン４４
TM45s,CT45,MT45,TM45,MT45,기술머신45,わざマシン４５
TM46s,CT46,MT46,TM46,MT46,기술머신46,わざマシン４６
TM47s,CT47,MT47,TM47,MT47,기술머신47,わざマシン４７
TM48s,CT48,MT48,TM48,MT48,기술머신48,わざマシン４８
TM49s,CT49,MT49,TM49,MT49,기술머신49,わざマシン４９
TM50s,CT50,MT50,TM50,MT50,기술머신50,わざマシン５０
TM51s,CT51,MT51,TM51,MT51,기술머신51,わざマシン５１
TM52s,CT52,MT52,TM52,MT52,기술머신52,わざマシン５２
TM53s,CT53,MT53,TM53,MT53,기술머신53,わざマシン５３
TM54s,CT54,MT54,TM54,MT54,기술머신54,わざマシン５４
TM55s,CT55,MT55,TM55,MT55,기술머신55,わざマシン５５
TM56s,CT56,MT56,TM56,MT56,기술머신56,わざマシン５６
TM57s,CT57,MT57,TM57,MT57,기술머신57,わざマシン５７
TM58s,CT58,MT58,TM58,MT58,기술머신58,わざマシン５８
TM59s,CT59,MT59,TM59,MT59,기술머신59,わざマシン５９
TM60s,CT60,MT60,TM60,MT60,기술머신60,わざマシン６０
TM61s,CT61,MT61,TM61,MT61,기술머신61,わざマシン６１
TM62s,CT62,MT62,TM62,MT62,기술머신62,わざマシン６２
TM63s,CT63,MT63,TM63,MT63,기술머신63,わざマシン６３
TM64s,CT64,MT64,TM64,MT64,기술머신64,わざマシン６４
TM65s,CT65,MT65,TM65,MT65,기술머신65,わざマシン６５
TM66s,CT66,MT66,TM66,MT66,기술머신66,わざマシン６６
TM67s,CT67,MT67,TM67,MT67,기술머신67,わざマシン６７
TM68s,CT68,MT68,TM68,MT68,기술머신68,わざマシン６８
TM69s,CT69,MT69,TM69,MT69,기술머신69,わざマシン６９
TM70s,CT70,MT70,TM70,MT70,기술머신70,わざマシン７０
TM71s,CT71,MT71,TM71,MT71,기술머신71,わざマシン７１
TM72s,CT72,MT72,TM72,MT72,기술머신72,わざマシン７２
TM73s,CT73,MT73,TM73,MT73,기술머신73,わざマシン７３
TM74s,CT74,MT74,TM74,MT74,기술머신74,わざマシン７４
TM75s,CT75,MT75,TM75,MT75,기술머신75,わざマシン７５
TM76s,CT76,MT76,TM76,MT76,기술머신76,わざマシン７６
TM77s,CT77,MT77,TM77,MT77,기술머신77,わざマシン７７
TM78s,CT78,MT78,TM78,MT78,기술머신78,わざマシン７８
TM79s,CT79,MT79,TM79,MT79,기술머신79,わざマシン７９
TM80s,CT80,MT80,TM80,MT80,기술머신80,わざマシン８０
TM81s,CT81,MT81,TM81,MT81,기술머신81,わざマシン８１
TM82s,CT82,MT82,TM82,MT82,기술머신82,わざマシン８２
TM83s,CT83,MT83,TM83,MT83,기술머신83,わざマシン８３
TM84s,CT84,MT84,TM84,MT84,기술머신84,わざマシン８４
TM85s,CT85,MT85,TM85,MT85,기술머신85,わざマシン８５
TM86s,CT86,MT86,TM86,MT86,기술머신86,わざマシン８６
TM87s,CT87,MT87,TM87,MT87,기술머신87,わざマシン８７
TM88s,CT88,MT88,TM88,MT88,기술머신88,わざマシン８８
TM89s,CT89,MT89,TM89,MT89,기술머신89,わざマシン８９
TM90s,CT90,MT90,TM90,MT90,기술머신90,わざマシン９０
TM91s,CT91,MT91,TM91,MT91,기술머신91,わざマシン９１
TM92s,CT92,MT92,TM92,MT92,기술머신92,わざマシン９２
HM01s,CS01,MN01,VM01,MO01,비전머신01,ひでんマシン０１
HM02s,CS02,MN02,VM02,MO02,비전머신02,ひでんマシン０２
HM03s,CS03,MN03,VM03,MO03,비전머신03,ひでんマシン０３
HM04s,CS04,MN04,VM04,MO04,비전머신04,ひでんマシン０４
HM05s,CS05,MN05,VM05,MO05,비전머신05,ひでんマシン０５
HM06s,CS06,MN06,VM06,MO06,비전머신06,ひでんマシン０６
HM07s,???,???,???,(?),???,？？？
HM08s,,???,???,(?),???,？？？
Explorer Kits,Explorakits,Esplorokit,Erkundungs-Sets,Kits Explorador,탐험세트,たんけんセット
Loot Sacks,Sacs Butin,Bottinosacche,Beutesäcke,Sacas Botín,보물주머니,たからぶくろ
Rule Books,Livres Règles,Libri Regole,Regelbücher,Reglamentos,룰북,ルールブック
Poké Radars,Poké Radars,Poké Radar,Pokéradare,Pokéradares,포켓트레,ポケトレ
Point Cards,Cartes Points,Schede Punti,Punktekarten,Tarjetas Puntos,포인트카드,ポイントカード
Journals,Journaux,Agende,Tagebücher,Diarios,모험노트,ぼうけんノート
Seal Cases,Boîtes Sceaux,Portabolli,Stickerkoffer,Cajas Sellos,실상자,シールいれ
Fashion Cases,Coffrets Mode,Scatole Chic,Modekoffer,Cajas Corazón,액세서리상자,アクセサリーいれ
Seal Bags,Sacs Sceaux,Bollosacche,Stickertüten,Bolsas Sellos,실주머니,シールぶくろ
Pal Pads,Registres Ami,Blocchi Amici,Adressbücher,Blocs amigos,친구수첩,ともだちてちょう
Works Keys,Clés Centrale,Turbinchiavi,K-Schlüssel,Llaves Central,발전소키,はつでんしょキー
Old Charms,Vieux Grigris,Arcamuleti,Talismane,Talismanes,고대의부적,こだいのおまもり
Galactic Keys,Clés Galaxie,Galachiavi,G-Schlüssel,Llaves Galaxia,갤럭시단의열쇠,ギンガだんのカギ
Red Chains,Chaînes Rouges,Rossocatene,Rote Ketten,Cadenas Rojas,빨강쇠사슬,あかいくさり
Town Maps,Cartes,Mappe città,Karten,Mapas,타운맵,タウンマップ
Vs. Seekers,Cherch’Combats,Cercasfide,Kampffahnder,Buscapeleas,배틀서처,バトルサーチャー
Coin Cases,Boîtes Jetons,Salvadanai,Münzkörbe,Monederos,동전케이스,コインケース
Old Rods,Cannes,Ami Vecchi,Angeln,Cañas Viejas,낡은낚싯대,ボロのつりざお
Good Rods,Super Cannes,Ami Buoni,Profiangeln,Cañas Buenas,좋은낚싯대,いいつりざお
Super Rods,Méga Cannes,Super Ami,Superangeln,Supercañas,대단한낚싯대,すごいつりざお
Sprayducks,Kwakarrosoirs,Sprayduck,Entonkannen,Psydugaderas,고라파덕물뿌리개,コダックじょうろ
Poffin Cases,Boîtes Poffin,Portapoffin,Knurspboxen,Pokocheras,포핀케이스,ポフィンケース
Bikes,Bicyclettes,Biciclette,Fahrräder,Bicis,자전거,じてんしゃ
Suite Keys,Clés Chambre,Chiavi Suite,B-Schlüssel,Llaves Suite,룸키,ルームキー
Oak’s Letters,Lettres Chen,Lettere Oak,Eichs Briefe,Cartas del Prof. Oak,오박사의편지,オーキドのてがみ
Lunar Wings,Lun’Ailes,Alilunari,Lunarfedern,Plumas Lunares,초승달날개,みかづきのはね
Member Cards,Cartes Membre,Schede Soci,Mitgliedskarten,Carnés Socio,멤버스카드,メンバーズカード
Azure Flutes,Flûtes Azur,Flauti Cielo,Azurflöten,Flautas Azur,천계의피리,てんかいのふえ
S.S. Tickets,Passes Bateau,Biglietti nave,Bootstickets,Tickets Barco,승선티켓,ふねのチケット
Contest Passes,Passes Concours,Tessere Gare,Wettbewerbskarten,Pases Concurso,콘테스트패스,コンテストパス
Magma Stones,Pierres Magma,Magmapietre,Magmasteine,Piedras Magma,화산의돌,かざんのおきいし
Parcels,Colis,Pacchi,Pakete,Paquetes,전해줄물건,おとどけもの
Coupon 1s,Bons 1,Coupon 1,Kupons 1,Cupones 1,교환권1,ひきかえけん１
Coupon 2s,Bons 2,Coupon 2,Kupons 2,Cupones 2,교환권2,ひきかえけん２
Coupon 3s,Bons 3,Coupon 3,Kupons 3,Cupones 3,교환권3,ひきかえけん３
Storage Keys,Clés Stockage,Depochiavi,Lagerschlüssel,Llaves Almacén,창고열쇠,そうこのカギ
Secret Potions,Potions Secrètes,Pozioni Segrete,Geheimtränke,Pociones Secretas,비전신약,ひでんのくすり
